reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
21c3c324-945e-479b-8df6-7b45e70f8239,Jonathan Hayward,https://play-lh.googleusercontent.com/a/ACg8ocJarhCiesbcbvuyzpxJfBF1iKwxCpjo49uBOzZnbohEljxW8w=mo,"It used to be really good, recently it is 💩💩💩. Support is worse than useless ""are you sure you're not using a VPN""",1,0,3.11.1-rc1-2024.12.20,2025-01-07 20:01:48,,,3.11.1-rc1-2024.12.20
73a148bf-8d2d-40af-9be4-8748e73df966,Gianluca Da Ros,https://play-lh.googleusercontent.com/a-/ALV-UjVvHswtay9LWivL4rqOWNLltrHYwrlPMLU89h7vp7PO2X-BnW4J,Continua ad andare in crash. Se sistemate metto 5 stelle,1,0,3.11.0-rc2-2024.12.11,2025-01-07 19:51:36,,,3.11.0-rc2-2024.12.11
827fbfa4-ca0b-42fc-ad5f-193f915eeab8,Faruk Egel,https://play-lh.googleusercontent.com/a-/ALV-UjXJHD8gBC9uWcKnHEZ14Xdtq5X_UeR7eJ24VMkaDpglCtfBhaWQ8Q,Stuck on one page,1,0,3.11.1-rc1-2024.12.20,2025-01-07 19:42:44,,,3.11.1-rc1-2024.12.20
ebfb143c-355e-4088-b676-b0ebf3ef7f55,DisneyLord 371,https://play-lh.googleusercontent.com/a-/ALV-UjUT6r8O_JjSNGFeV0M07d-RiL9JeTCrJ8meWL3fjQfHLWa47WX1,"This app is the most buggy and nonresponsive app ever! The autoplay function barely works, and the instant there an internet problem the movie/episode your watching goes right back the the beginning, and don't even get me started on the obnoxiously placed adds that ruin the flow when watching a movie here (admittedly not that much of a problem when watching a TV series), and to top this all off the quality of their Disney+ original shows have dropped drastically. TL;DR Don't subscribe",1,8,3.11.0-rc2-2024.12.11,2025-01-07 19:25:13,,,3.11.0-rc2-2024.12.11
473351b5-dd8f-4991-b545-86262f09c225,Donn Barton,https://play-lh.googleusercontent.com/a/ACg8ocKZPHCt1GN3wclWnDsPcO5o2CVnNsvgvt71j_VR3PSTP5vW4A=mo,Disney Use to have good movies and TV Know pretty much a lot of garbage 🗑 content Wouldn't recommend this trashy channel,1,0,,2025-01-07 17:56:56,,,
e9f1c294-066e-4969-a16d-c6d37fe2bf05,Jeremy Pelfrey,https://play-lh.googleusercontent.com/a-/ALV-UjX69B5yL1s_9-wB4qwruCFVLNSz5UcgGYjFfYZ61wOz4nsdXRn_,"Putting ads in Disney + is greedy. Figured I'd leave a 1 star review here while the ad is playing. Terrible! I took a break from a movie because an add. I came back, and I went back 30 seconds to remember where I stopped watching and another ad popped up! The ads are about 1-2 minutes long and I've came across about 4-5 in this movie I'm watching, so annoying! Doesn't Disney make enough money as it is that they don't need to put ads in movies...? If not, maybe they need to hire better people!",1,0,,2025-01-07 17:56:34,,,
82e7d6df-43f1-4bf3-a1c8-4d40631c86c6,Chris Moore,https://play-lh.googleusercontent.com/a/ACg8ocJ9hWjVUIbNvshXuwWaxL4GqEcLZFCPiR_8nFYiFEcPkmmckA=mo,stuttering is constant since most recent update,1,0,2.1.1-rc1,2025-01-07 17:47:39,"Hello! We appreciate your feedback about the constant stuttering since the latest update. It’s important for us to know how this affects your experience. Please share more details through the support options in the app, as your insights can help us improve. Thank you for sharing!",2025-01-08 14:39:50,2.1.1-rc1
447f0c6c-0c82-4b9b-a3f0-212b64eb19b8,Remigio Moncayo,https://play-lh.googleusercontent.com/a-/ALV-UjXVS3TFFGDEpnschqpuK1r8sskwxmBYnRs0TFIbaNOorSEEQc1uyw,"The app needs a ton of work: - Welcome screen should me a ""keep watching"" section, instead I have to search for the show each time I want to watch it. - Buffer needs to be bigger/customizable. - I need to click in the movie to see it's description, it should show as we browse through the items, just like prime does. - the search functionality needs to be improved, show suggestions as we type.",1,0,3.11.1-rc1-2024.12.20,2025-01-07 17:14:49,,,3.11.1-rc1-2024.12.20
9ff87de2-e1f0-4b63-82ca-89bbc95b041b,Ashly Guillory,https://play-lh.googleusercontent.com/a-/ALV-UjVLhKLmT_pRlgmM_1LN8SfEwLxqWEmmMw6Eq8AGjuQmNuBKluaXVQ,"If you're not going to respond to your reviews then trash the app cause that's what it's become. I keep having to use the ""away from home"" log in every time I want to watch it on TV, Chromecast no longer WORKS AND I'm tired of using one time passcodes EVERY TIME I log in.",1,4,3.11.0-rc2-2024.12.11,2025-01-07 16:37:43,,,3.11.0-rc2-2024.12.11
c267056d-e710-42e8-84c4-d18dd6a6637c,Marquel Walker,https://play-lh.googleusercontent.com/a/ACg8ocJ8vNUImCipUHxCYpGVFfiTt-TUmxSiA9Fj7iccgVL_uDepjw=mo,"Horrible I paid for the Disney, hulu,and max bundle from oct- current and was unable to access my Disney account at all Disney refused refund even though it was COMPANY ERROR. I DO NOT recommend it worth your time",1,0,3.11.0-rc2-2024.12.11,2025-01-07 14:32:24,,,3.11.0-rc2-2024.12.11
75899150-1dfd-4804-ac6e-6eeeb450e826,Amber L. P.,https://play-lh.googleusercontent.com/a-/ALV-UjWsuqf3FflwnvIiLl0tnb_8ryduAqQ61OzVyNNuc_AfLpMTfEud,keeps crashing at startup does not work on Chromecast Gen 2,1,0,3.11.1-rc1-2024.12.20,2025-01-07 13:33:47,"Hi Amber! We understand your frustration with the app crashing and your efforts to resolve it. Your feedback is important to us. We suggest uninstalling and reinstalling the app. For more help, please reach out to us through the support. We're here to resolve the issue. Thank you for choosing Disney+!",2025-01-07 22:24:01,3.11.1-rc1-2024.12.20
63cced22-9024-4b15-98f9-4b815cd239f6,John Cooke,https://play-lh.googleusercontent.com/a/ACg8ocL5PnpYsAF6vPyTlDoPw9bW1x58-LcWfALie-0DLr6DpUVNyA=mo,Never ending price hikes,1,0,3.10.0-rc4-2024.11.15,2025-01-07 12:21:37,,,3.10.0-rc4-2024.11.15
16649232-57b7-48d3-b521-9060dab8d66b,Noeleen,https://play-lh.googleusercontent.com/a/ACg8ocLJHWyVgZ8h9VYOeYyYPox_L3PgMvy000PYFK5iyB11hB0eQKX7=mo,horrificdisney 4wasted hours trying to sign up.they had my account detailsand took out myfunds before icould sign up i cant unsbscribe because l dont have a password to sign in. help me unsubscribe and get a refund please,1,0,,2025-01-07 09:41:35,,,
e6a41609-3ce8-4c89-8296-6ee02e9ab182,Mary Lou Catherine Wroten,https://play-lh.googleusercontent.com/a-/ALV-UjX_8XKcgjbuCrF63_RB_0RHvtLURR8Ll2PAin-SZVFexwRwrzCR,I could not install this app on my Samsung Smart TV,1,0,,2025-01-07 06:40:01,"Hello! We appreciate your feedback regarding the installation issues on your Samsung Smart TV. It can be frustrating when things don’t go as planned. If you have any specific details about the problem, please reach out to us at 1-888-905-7888 for further assistance. We are committed to resolve this issue for you!",2025-01-07 14:25:44,
bbf3d361-99cf-44ee-adf8-d51726af34f1,Kemal Hafızoğlu,https://play-lh.googleusercontent.com/a-/ALV-UjWTf5zYYfdr-TSsUmc-S91etXtCnQuMaW4R2sIIeudZuBbNkp9kIg,Aşırı dandik,1,0,,2025-01-07 06:25:03,,,
b86e6b59-9ac5-406f-874d-f878da75746a,Wayne Davis,https://play-lh.googleusercontent.com/a-/ALV-UjUuvMdaEAo7kc0gYGX4YItek3RMrENVM0u3uQtNNGdCBdMnh3xB,terrible will be deleting my account once the month is up. Reason is no help with helping me change plans. Every time I try to change my plan all I get is errors.,1,0,3.11.1-rc1-2024.12.20,2025-01-07 02:47:44,,,3.11.1-rc1-2024.12.20
85ab85ee-ac38-4b04-951f-b55d4ae3b860,Mark Hartshorn,https://play-lh.googleusercontent.com/a-/ALV-UjXWOU2-Dqp6M3URpHhpXOhViUZh_GB_tWBls46765PG3Hi8unLM,Won't login. Closes when I put my email in,1,0,3.11.0-rc2-2024.12.11,2025-01-07 01:29:10,"Hello! We apologize for the login issues you're experiencing. Your experience matters to us. Please contact us at 1-888-905-7888 for assistance, so we can understand the problem better. We appreciate your feedback as it helps us improve!",2025-01-07 14:32:36,3.11.0-rc2-2024.12.11
69b5c885-2fb7-491d-ac44-cc9c29bb0527,Catz Rule!,https://play-lh.googleusercontent.com/a-/ALV-UjW7ATESIN4aP8CtW-4az-ZKFIQqVzzK_4tzpCoYSSKudkaxaiGX,they cancelled the owl house. THEY CANCELLED. THE. OWL. HOUSE!!! They are monsters!!! just like BELOS,1,0,3.11.0-rc2-2024.12.11,2025-01-07 00:50:38,,,3.11.0-rc2-2024.12.11
78728df8-bc72-4deb-bb07-90fbbe9e00f3,Jane Ellen Hernandez,https://play-lh.googleusercontent.com/a-/ALV-UjU3AkzoP_f--1i4vAoP1834ZByTtAS4vtkLBl1WjSd25CXMTqU,"every other day the app doesn't work, not worth paying to only be able to use it a few days a month....",1,0,3.11.0-rc2-2024.12.11,2025-01-06 23:34:45,"We apologize for the inconvenience, Jane. How many devices are experiencing this issue? If you haven't yet, please try reinstalling the app and restarting your device. For TVs or smart devices, unplug the power cable for 30 seconds before reconnecting. If the problem persists, reach out to us via chat or call 1-888-905-7888 for assistance.",2025-01-07 01:41:30,3.11.0-rc2-2024.12.11
68254dcb-eecb-4744-8607-353733c0f583,Sindooja G,https://play-lh.googleusercontent.com/a-/ALV-UjW9Z7GEcLsVZOS8c6HgtuYNQoV9-RKk3YtbKML5rZ7rpvuqlct5,"Absolutely rubbish, paid the subscription and downloaded the app but jsut can't cast to TV and can't watch any show, help line is appalling and slow and gets disconnected and never get to chat to anybody!!",1,0,3.11.0-rc2-2024.12.11,2025-01-06 21:42:50,,,3.11.0-rc2-2024.12.11
4f82282a-832e-412b-bdde-354120ed6911,James Young,https://play-lh.googleusercontent.com/a-/ALV-UjUJlyjfJoaGojODxZ-_Gah0ykLWDVpu90q3_M_wQjvNEZEyATlP1g,"Horrible app, horrible service. Why can't I just pick an episode of a show and restart the episode like Netflix?",1,0,3.11.0-rc2-2024.12.11,2025-01-06 20:52:45,,,3.11.0-rc2-2024.12.11
f21dc8d0-60f2-4fad-8636-3f1dc1139248,Alex T,https://play-lh.googleusercontent.com/a/ACg8ocKtp8LlCG-mL9Y-vMJxfd0a0e5DjTclokT-slc7-FyeAYoHMg=mo,The app never resumes at the point where I had paused it during a previous session. It always restarts the show from the very beginning every single time,1,0,3.11.0-rc2-2024.12.11,2025-01-06 20:46:41,"Sorry for the trouble, Alex. How many devices are being affected the same way? If you haven't already, try reinstalling the app and restarting the device. If on a TV or smart device, unplug the power cable for 30 seconds before turning back on. If still unresolved, please contact us via chat or phone at 1-888-905-7888. We'd love to help!",2025-01-07 01:39:46,3.11.0-rc2-2024.12.11
82200241-2240-4072-afdf-374377d64971,Ernesto Rodriguez,https://play-lh.googleusercontent.com/a/ACg8ocIIIP6Rqh0Ice2T5Kny6_H3AwUq1pSSQbI7P1CL4lFGiov6iA=mo,"This application is the only one that gives me problems with Chromecast, it disconnects, it doesn't put in the minutes in which I left the series or movie and sometimes the sound and video get out of sync, and the resolution is horrible, I have the necessary internet for full HD and in no movie or series is the full HD noticeable.",1,0,,2025-01-06 20:27:49,,,
1ec07702-ae4f-4909-b50e-c4ceace7f3fe,S- K-,https://play-lh.googleusercontent.com/a/ACg8ocLaio72zl7G0tLFUfKsnf9Ff_NOOKCHYezKVJ7Y2JeGgYAtAg=mo,"06/Jan/2025 still the worst app i use, always glitches, never works exoected. Very disappointing experience. Terrible app. Definitely the worst streaming app of all I use. Repeatedly won't connect to chromecast. When it does eventually connect, the program won't then load. Never continues at the point you left off. & When you have to manually scroll to find the point you left off the toggle doesn't scroll, you just land at a random point in the timeline. Avoid at all costs if possible.",1,106,3.11.0-rc2-2024.12.11,2025-01-06 20:23:23,,,3.11.0-rc2-2024.12.11
6f48acd3-52d5-4f5d-ae2a-6f251fcd85c6,Todd Griffith,https://play-lh.googleusercontent.com/a/ACg8ocKcGspd1w7mMYTjdZneebZqdprjVBfklZoDg3Evujjt9ypBmA=mo,cxaxaxa,1,0,3.11.0-rc2-2024.12.11,2025-01-06 18:35:16,,,3.11.0-rc2-2024.12.11
9b1b5a15-859d-420d-9678-08647ce1edc9,bruce laird,https://play-lh.googleusercontent.com/a-/ALV-UjVnUJuwLzA-eoiwuv1qBA_dM1MT4PkULTtnPQ8nk4LOICxc5qwbHA,I'm traveling deployed and I can't watch my subscription,1,0,3.11.0-rc2-2024.12.11,2025-01-06 18:07:14,,,3.11.0-rc2-2024.12.11
08698add-40a6-4d27-887e-d69d238d1ede,Greg Lewis,https://play-lh.googleusercontent.com/a/ACg8ocJe6nB63w6xQPHFRPU3JHlrnc56MzI0xF3qT0M9vCiEvKKi_Q=mo,the only I could is wrong macross is not available in America,1,0,3.11.0-rc2-2024.12.11,2025-01-06 15:52:03,,,3.11.0-rc2-2024.12.11
087bbd4b-8600-4118-8b2a-6c4b35000242,kelton james,https://play-lh.googleusercontent.com/a/ACg8ocKHbaWF81D4AxI34maxx2h_SFkyRqZERUvO4SqTO0u-0kmM8g=mo,Absolutely atrocious customer service. Treat you like a dog. Streaming errors. Ignorant and rude support.,1,0,3.11.1-rc1-2024.12.20,2025-01-06 15:51:10,,,3.11.1-rc1-2024.12.20
f98f622f-c50f-47fb-9673-7b43ed43f6a9,Maddie Bennett,https://play-lh.googleusercontent.com/a-/ALV-UjUDZvxxaZrDtCxc9GRYxIr5GfE9XKCXBbQavt7b9tqkyxX2zAqR,I didn't want a subscription but there was nothing to say no thank you so I deleted it,1,0,3.11.0-rc2-2024.12.11,2025-01-06 14:51:53,,,3.11.0-rc2-2024.12.11
133e3263-01f2-4396-90f3-608521c2146d,Darren Kidd,https://play-lh.googleusercontent.com/a-/ALV-UjWUd5JOzBy8fmercW9wr-a5NL0W8AXDiKjHbi45kYUFPi9znHGs,"I feel like the app used to work well... But then we've had no end of issues lately. Cannot continue from your last position in anything, it restarts. Can't go forward/back or jump around without triggering a restart. Casting constantly dropping out and disconnecting. Very difficult to use now and I don't know why, I thought it used to be great.",1,1,3.11.0-rc2-2024.12.11,2025-01-06 13:36:18,,,3.11.0-rc2-2024.12.11
d5e49c56-18a9-4364-9a1d-5eea9e3d5dd7,Ryan Grosso,https://play-lh.googleusercontent.com/a-/ALV-UjXgydgRq8FJt7iitLp_dCQJHIr1m8uys5wtTImzdvjT7MRaAsg,You have to scroll far to get to the continue watching.,1,0,3.11.0-rc2-2024.12.11,2025-01-06 12:33:02,,,3.11.0-rc2-2024.12.11
f902fd84-2e36-454b-9db1-f319a365a5e7,Zhang Yii,https://play-lh.googleusercontent.com/a-/ALV-UjUHoY5Q75YiSXb4n1-DGpdonpOxYMVYn_vdTiJN6w7h-DCbbIUh,i cannot remove anything I don't like from my continue watching list,1,0,3.11.0-rc2-2024.12.11,2025-01-06 06:30:32,"We apologize for the inconvenience. To remove content from your continue watching list, fast forward to the end of the last episode for series. For ongoing series, you'll need to wait until the finale. This also applies to movies. We hope this helps!",2025-01-07 01:17:22,3.11.0-rc2-2024.12.11
c434e16e-48e6-4bd9-ae26-df69cbe68655,Enrique Sanchez,https://play-lh.googleusercontent.com/a/ACg8ocK9MDe_Zt3lc9eHYOx0xefnOoWn8h7nfaSechzAGq_OsGlpwA=mo,Freezes too often then forces you to watch 2 ads ..each one 1:30 ....wayyy to long and often is crazy,1,0,3.11.0-rc2-2024.12.11,2025-01-06 06:00:48,"To address freezing issues, start by checking your internet connection using the article titled ""Internet connection tests"" on the Disney+ help site. Next, try reinstalling the app and restarting your device. For TVs or smart devices, unplug the power cable for 30 seconds before powering it back on. If the problem persists, please reach out to us.",2025-01-07 01:15:34,3.11.0-rc2-2024.12.11
3883ade1-fcb9-43a7-bef2-d8ac99a9ef82,James Walker,https://play-lh.googleusercontent.com/a-/ALV-UjXOBipNRJWJS9Ol6myahCklonBfC4iwFWs29fxYvyYomtZEIEsy,randomly stops working all the time,1,0,3.10.0-rc4-2024.11.15,2025-01-06 05:38:54,,,3.10.0-rc4-2024.11.15
1519ab0b-fa58-43da-b4f3-202d96cc5e01,Camelia Balan,https://play-lh.googleusercontent.com/a-/ALV-UjURsXH6YRdk3y1Nvq1Z025LMweSi2qVJdgh_adX4KTW4HgAmL96,"on Google tv it is atrocious, please fix it soon",1,0,3.11.1-rc1-2024.12.20,2025-01-06 04:43:18,,,3.11.1-rc1-2024.12.20
923653a9-dcff-4687-ab61-5bd5006bd213,Alan Meduna,https://play-lh.googleusercontent.com/a-/ALV-UjWywOJPbNZBh0cKsH-AEITfIWHyK8SfmagAY3_zHOweZLcmurFb,I do not pay to see ads.,1,0,3.11.0-rc2-2024.12.11,2025-01-06 04:27:22,"Hello Alan! If you're seeing ads on a no-ads plan, it may be due to a linked Hulu subscription that includes ads. This can happen even with a Disney+ (No Ads) plan. For more information, please check the article titled ""Ads on Disney+"" on the Disney+ help site. We hope this clarifies your concern!",2025-01-07 01:10:39,3.11.0-rc2-2024.12.11
fcc94710-da3f-4f37-a148-83bb39dc10d7,Michael Adams,https://play-lh.googleusercontent.com/a/ACg8ocISYV8UqAGZfmwlMYvFHjt7-E0ri6k9G9vY0P7tabfCVRbZrA=mo,your new update and sharing Protocols are b*******,1,0,3.11.1-rc1-2024.12.20,2025-01-06 03:51:40,,,3.11.1-rc1-2024.12.20
